bar,source,symbol,n_bars,first,last,age_hours,n_gaps,max_gap_hours,zero_vol_share,spike_bars,ohlc_bad,flagged,reasons,blacklist_candidate
5m,gate,FIGHT_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.3694,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,FIL_USDT,10188,2026-05-30,2026-07-04 19:00,120.0,1,0.17,0.0011,0,0,True,stale>48.0h,False
5m,okx,FIL_USDT,52327,2025-12-18,2026-06-18 13:30,509.5,0,0.08,0.0002,0,0,True,stale>48.0h,False
5m,gate,FLOKI_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.1936,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,FLOKI_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,FOGO_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0033,0,0,True,stale>48.0h,False
5m,okx,F_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.089,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,GALA_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.0281,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,GALA_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,GMT_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0011,0,0,True,stale>48.0h,False
5m,okx,GPS_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,GRAM_USDT,5243,2026-06-16,2026-07-04 19:00,120.0,0,0.08,0.0278,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,GRAM_USDT,336,2026-06-17,2026-06-18 13:55,509.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,GRASS_USDT,15845,2026-04-24,2026-06-18 14:20,508.7,0,0.08,0.0272,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,GUA_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.0056,0,0,True,stale>48.0h,False
5m,gate,GUN_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.1628,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,GWEI_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0875,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,HBAR_USDT,26407,2026-03-18,2026-06-18 10:15,512.8,0,0.08,0.0201,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,HBAR_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,HEI_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.0017,0,0,True,stale>48.0h,False
5m,gate,HEMI_USDT,9012,2026-06-01,2026-07-02 14:10,172.9,0,0.08,0.2721,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,HFT_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.1033,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,HMSTR_USDT,9200,2026-06-02,2026-07-04 18:55,120.1,0,0.08,0.0083,0,0,True,stale>48.0h,False
5m,okx,HMSTR_USDT,6535,2026-05-25,2026-06-17 09:10,537.9,0,0.08,0.0249,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,HMSTR_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,HYPE_USDT,10438,2026-05-29,2026-07-04 18:55,120.1,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,HYPE_USDT,52327,2025-12-18,2026-06-18 13:00,510.0,0,0.08,0.0001,0,0,True,stale>48.0h,False
5m,gate,H_USDT,10438,2026-05-29,2026-07-04 19:00,120.0,2,0.17,0.0,2,0,True,stale>48.0h,False
5m,okx,H_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,ICP_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.027,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,ICP_USDT,52327,2025-12-18,2026-06-18 14:00,509.0,0,0.08,0.019,0,0,True,stale>48.0h,False
5m,gate,ID_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.0617,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,ID_USDT,17767,2026-04-17,2026-06-18 02:45,520.3,0,0.08,0.2328,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,IMX_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.3067,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,IMX_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,120.0,0,0.08,0.0056,0,0,True,stale>48.0h,False
5m,gate,INJ_USDT,9012,2026-06-01,2026-07-02 14:10,172.9,0,0.08,0.0027,0,0,True,stale>48.0h,False
5m,okx,INJ_USDT,26407,2026-03-18,2026-06-18 09:35,513.5,0,0.08,0.0677,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,IN_USDT,9053,2026-05-30,2026-06-30 20:20,214.7,0,0.08,0.13,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,IOST_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0556,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,IP_USDT,52327,2025-12-18,2026-06-18 13:25,509.6,0,0.08,0.0008,0,0,True,stale>48.0h,False
5m,gate,JCT_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.1928,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,JTO_USDT,10188,2026-05-30,2026-07-04 19:00,120.0,1,0.17,0.0017,0,0,True,stale>48.0h,False
5m,okx,JTO_USDT,52327,2025-12-18,2026-06-18 13:45,509.3,0,0.08,0.0201,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,JTO_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,120.0,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,JUP_USDT,9012,2026-06-01,2026-07-02 14:10,172.9,0,0.08,0.0311,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,KAS_USDT,9046,2026-05-30,2026-06-30 20:20,214.7,0,0.08,0.1455,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,KAT_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,LAB_USDT,10438,2026-05-29,2026-07-04 18:55,120.1,1,0.17,0.0,5,0,True,spikes>=3|stale>48.0h,False
5m,okx,LAB_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,LINEA_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,LINK_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,LINK_USDT,52327,2025-12-18,2026-06-18 14:00,509.0,0,0.08,0.0001,0,0,True,stale>48.0h,False
5m,okx,LINK_USDT_SWAP,57699,2025-12-20,2026-07-08 18:10,24.9,0,0.08,0.0,0,0,False,,False
5m,gate,LIT_USDT,10187,2026-05-30,2026-07-04 19:00,120.0,1,0.17,0.004,0,0,True,stale>48.0h,False
5m,okx,LIT_USDT,44330,2026-01-15,2026-06-18 13:35,509.5,0,0.08,0.0132,0,0,True,stale>48.0h,False
5m,gate,LTC_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,LTC_USDT,52327,2025-12-18,2026-06-18 13:40,509.4,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,LTC_USDT_SWAP,57699,2025-12-20,2026-07-08 18:20,24.7,0,0.08,0.0,0,0,False,,False
5m,gate,MAGMA_USDT,9200,2026-06-02,2026-07-04 18:55,120.1,0,0.08,0.0723,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,MANA_USDT,9010,2026-06-02,2026-07-04 03:05,135.9,0,0.08,0.3776,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,MANTA_USDT,9035,2026-05-30,2026-06-30 18:55,216.1,0,0.08,0.0802,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,MEGA_USDT,14145,2026-04-30,2026-06-18 13:40,509.4,0,0.08,0.0003,0,0,True,stale>48.0h,False
5m,okx,MEGA_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,MEME_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,MET_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.1526,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,MET_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,MEW_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0011,0,0,True,stale>48.0h,False
5m,gate,ME_USDT,9012,2026-06-01,2026-07-02 14:10,172.9,0,0.08,0.2378,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,MINA_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.2733,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,MINA_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,120.0,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,MIRA_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.3094,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,MON_USDT,25098,2026-03-23,2026-06-18 14:25,508.6,0,0.08,0.0144,0,0,True,stale>48.0h,False
5m,gate,MOVR_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.0989,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,MUBARAK_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.3072,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,MUBARAK_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,120.0,0,0.08,0.0367,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,MUU_USDT_SWAP,691,2026-07-02,2026-07-04 19:00,120.0,0,0.08,0.0289,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,MYX_USDT,9052,2026-05-30,2026-06-30 20:20,214.7,0,0.08,0.0028,0,0,True,stale>48.0h,False
5m,gate,M_USDT,10188,2026-05-30,2026-07-04 19:00,120.0,1,0.17,0.083,1,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,NEAR_USDT,10437,2026-05-29,2026-07-04 19:00,120.0,2,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,NEAR_USDT,52327,2025-12-18,2026-06-18 13:25,509.6,0,0.08,0.0065,0,0,True,stale>48.0h,False
5m,okx,NEIRO_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,NES_USDT,2951,2026-06-24,2026-07-04 19:00,120.0,0,0.08,0.0152,0,0,True,stale>48.0h,False
5m,gate,NFP_USDT,9647,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.1242,1,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,NIGHT_USDT,52327,2025-12-18,2026-06-18 14:10,508.9,0,0.08,0.001,0,0,True,stale>48.0h,False
5m,gate,NOM_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.1559,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,NOT_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.4989,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,NOT_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,OFC_USDT,20212,2026-04-09,2026-06-18 14:25,508.6,0,0.08,0.0082,0,0,True,stale>48.0h,False
5m,okx,OFC_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,OGN_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.5833,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,OKB_USDT,9009,2026-05-30,2026-06-30 16:45,218.3,0,0.08,0.2115,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,OKB_USDT,52327,2025-12-18,2026-06-18 13:35,509.5,0,0.08,0.0001,1,0,True,stale>48.0h,False
5m,gate,ONDO_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.0048,0,0,True,stale>48.0h,False
5m,okx,ONDO_USDT,52327,2025-12-18,2026-06-18 13:35,509.5,0,0.08,0.0049,0,0,True,stale>48.0h,False
5m,gate,OPEN_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.1933,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,OP_USDT,52327,2025-12-18,2026-06-18 14:20,508.7,0,0.08,0.0094,0,0,True,stale>48.0h,False
5m,okx,OP_USDT_SWAP,57699,2025-12-20,2026-07-08 18:20,24.7,0,0.08,0.0,0,0,False,,False
5m,gate,ORDI_USDT,9280,2026-05-29,2026-06-30 18:20,216.7,0,0.08,0.0051,0,0,True,stale>48.0h,False
5m,okx,ORDI_USDT,52327,2025-12-18,2026-06-18 14:10,508.9,0,0.08,0.0274,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,O_USDT,4734,2026-06-18,2026-07-04 19:00,120.0,1,0.17,0.0015,0,0,True,stale>48.0h,False
5m,okx,O_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,120.0,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,PENGU_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.0304,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,PENGU_USDT,52327,2025-12-18,2026-06-18 14:05,509.0,0,0.08,0.0007,0,0,True,stale>48.0h,False
5m,okx,PENGU_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,PEOPLE_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,PEPE_USDT,10438,2026-05-29,2026-07-04 18:55,120.1,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,PEPE_USDT,52327,2025-12-18,2026-06-18 13:40,509.4,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,PEPE_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,PIPPIN_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.0817,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,PIPPIN_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,PI_USDT,10438,2026-05-29,2026-07-04 19:00,120.0,2,0.17,0.0122,0,0,True,stale>48.0h,False
5m,okx,PI_USDT,52327,2025-12-18,2026-06-18 13:50,509.2,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,PLAY_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.4333,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,PTB_USDT,9012,2026-06-01,2026-07-02 14:10,172.9,0,0.08,0.1177,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,PUMP_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.0128,0,0,True,stale>48.0h,False
5m,okx,PUMP_USDT,52327,2025-12-18,2026-06-18 13:50,509.2,0,0.08,0.0042,0,0,True,stale>48.0h,False
5m,okx,PUMP_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,Q_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.5167,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,RAVE_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0033,0,0,True,stale>48.0h,False
5m,okx,RAVE_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,120.0,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,RESOLV_USDT,9012,2026-06-01,2026-07-02 14:10,172.9,0,0.08,0.079,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,RESOLV_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,RE_USDT,3507,2026-06-18,2026-06-30 18:20,216.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,RIF_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.1388,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,RLS_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0178,0,0,True,stale>48.0h,False
5m,gate,RPL_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.22,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,RSR_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0078,0,0,True,stale>48.0h,False
5m,okx,SAHARA_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,SAMSUNG_USDT,8739,2026-06-02,2026-07-02 14:10,172.9,0,0.08,0.0001,0,0,True,stale>48.0h,False
5m,okx,SATS_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0011,0,0,True,stale>48.0h,False
5m,gate,SCRT_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.4133,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,SENT_USDT,6535,2026-05-25,2026-06-17 09:05,538.0,0,0.08,0.0803,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,SENT_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0044,0,0,True,stale>48.0h,False
5m,gate,SHIB_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.0478,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,SHIB_USDT,4519,2026-06-01,2026-06-17 01:15,545.8,0,0.08,0.0015,0,0,True,stale>48.0h,False
5m,okx,SHIB_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,SIREN_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.0006,0,0,True,stale>48.0h,False
5m,gate,SKSQUARE_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,gate,SKYAI_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,gate,SLX_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0034,1,0,True,stale>48.0h,False
5m,okx,SLX_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,SOL_USDT,10438,2026-05-29,2026-07-04 18:55,120.1,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,SOL_USDT,52327,2025-12-18,2026-06-18 13:00,510.0,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,SOL_USDT_SWAP,57699,2025-12-20,2026-07-08 18:10,24.9,0,0.08,0.0,0,0,False,,False
5m,gate,SOXL_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,SPACE_USDT,42077,2026-01-23,2026-06-18 14:20,508.7,0,0.08,0.004,0,0,True,stale>48.0h,False
5m,okx,SPACE_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,SPX_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.0967,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,SUI_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,SUI_USDT,52327,2025-12-18,2026-06-18 13:20,509.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,TAC_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.3428,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAG_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.2233,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAIKO_USDT,10188,2026-05-30,2026-07-04 19:00,120.0,1,0.17,0.4448,2,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAKE_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.3778,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAO_USDT,10437,2026-05-29,2026-07-04 19:00,120.0,2,0.17,0.0068,0,0,True,stale>48.0h,False
5m,gate,TA_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.1494,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,THE_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.497,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TIA_USDT,52327,2025-12-18,2026-06-18 14:25,508.6,0,0.08,0.0031,0,0,True,stale>48.0h,False
5m,gate,TLM_USDT,9646,2026-06-01,2026-07-04 18:55,120.1,0,0.08,0.2972,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TOWNS_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.7317,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TRB_USDT,9201,2026-06-02,2026-07-04 19:00,120.0,0,0.08,0.3352,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TRIA_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,TRUMP_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.0093,0,0,True,stale>48.0h,False
5m,okx,TRUMP_USDT,52327,2025-12-18,2026-06-18 13:45,509.3,0,0.08,0.0007,0,0,True,stale>48.0h,False
5m,gate,TRX_USDT,10182,2026-05-30,2026-07-04 19:00,120.0,1,0.17,0.0529,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TRX_USDT,52327,2025-12-18,2026-06-18 13:15,509.8,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,TRX_USDT_SWAP,57699,2025-12-20,2026-07-08 18:20,24.7,0,0.08,0.0001,0,0,False,,False
5m,gate,TSTBSC_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.6289,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TURBO_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,UAI_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.0989,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,UB_USDT,10439,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0076,0,0,True,stale>48.0h,False
5m,okx,UB_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,UNI_USDT,10438,2026-05-29,2026-07-04 19:00,120.0,2,0.17,0.0123,0,0,True,stale>48.0h,False
5m,okx,UNI_USDT,52327,2025-12-18,2026-06-18 13:20,509.7,0,0.08,0.0012,0,0,True,stale>48.0h,False
5m,gate,UP_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.2756,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,UP_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.01,0,0,True,stale>48.0h,False
5m,gate,US_USDT,9012,2026-06-01,2026-07-02 14:10,172.9,0,0.08,0.0448,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,VANRY_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.2861,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,VELODROME_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.4811,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,VELVET_USDT,11159,2026-05-27,2026-07-04 19:00,120.0,1,0.17,0.133,1,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,VIRTUAL_USDT,9455,2026-06-01,2026-07-04 03:05,135.9,0,0.08,0.0235,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,VIRTUAL_USDT,6535,2026-05-25,2026-06-17 09:10,537.9,0,0.08,0.0291,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,VVV_USDT,9646,2026-06-01,2026-07-04 19:00,120.0,0,0.08,0.0027,0,0,True,stale>48.0h,False
5m,okx,VVV_USDT_SWAP,444,2026-07-03,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,WIF_USDT,10438,2026-05-29,2026-07-04 19:00,120.0,1,0.17,0.0389,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,WLD_USDT,10438,2026-05-29,2026-07-04 18:55,120.1,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,WLD_USDT,52327,2025-12-18,2026-06-18 13:05,510.0,0,0.08,0.0007,0,0,True,stale>48.0h,False
5m,okx,WLD_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,WLFI_USDT,10438,2026-05-29,2026-07-04 19:00,120.0,2,0.17,0.0174,0,0,True,stale>48.0h,False
5m,okx,WLFI_USDT,52327,2025-12-18,2026-06-18 14:05,509.0,0,0.08,0.0044,0,0,True,stale>48.0h,False
5m,okx,WLFI_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,W_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,XLM_USDT,10437,2026-05-29,2026-07-04 19:00,120.0,2,0.17,0.0014,0,0,True,stale>48.0h,False
5m,okx,XLM_USDT,52327,2025-12-18,2026-06-18 13:15,509.8,0,0.08,0.0014,0,0,True,stale>48.0h,False
5m,okx,XLM_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,120.1,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,XNY_USDT,1800,2026-06-28,2026-07-04 19:00,120.0,1,0.17,0.1939,0,0,True,zero_vol>0.02|stale>48.0h,True
